,Number_of_Bedrooms,Months_Since_Jan_2010,Relative_of_Listings_Consistent_Between_Years,Relative_Change_in_Number_of_Listings,Relative_Change_in_Median_Price,Relative_Change_in_Adjusted_Price,Relative_Change_in_Difference_Between_Listed_and_Adjusted_Price,Change_in_Fraction_of_Listings_with_Weekly_or_Monthly_Prices,Relative_Change_in_Fraction_of_Professional_Listings,Relative_Change_in_Average_Age_of_listings,Relative_Change_in_Mean_Description_Length,Relative_Change_in_Fraction_of_Hosts_that_are_Superhosts,minimum_nights,availability_30,availability_60,availability_90,availability_365,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,number_of_reviews,reviews_per_month,y
0,0.0,82.0,0.0854378112997351,0.11847687395153925,0.0,-0.020911254675280516,-0.022239665096807915,-0.007048893287378344,0.04163580257355756,0.010023858245800488,-0.06868188693148979,0.020013418414636434,0.2855443444145469,-0.036956487849994,-0.07939305663950189,-0.06922341054312642,-0.09010426398590188,0.006989202661624865,0.009864119001384024,-0.00506132462885152,0.020197320666661203,0.02093531141606802,-0.010291701645210118,0.007051036395224024,0.15360708119400496,-0.1028357884772188,0.030998521018288618,-0.013493530499075786
1,0.0,82.0,0.030884373811168986,0.0033694867355573976,0.049926035502958585,0.04411764705882354,0.025097613009700925,-0.0007359669313038997,-0.024218272081977063,-0.06827902837276806,-0.03987642361232357,-0.016325615972413887,-0.019485478882561146,0.05952510950646697,0.14889416792877633,0.1956628331473153,0.034635520591010605,-0.00717413739953401,-0.005976705954865316,0.004801809873687349,-0.0002698781378120945,-0.006809181859031766,0.0017774029329225942,0.003653608597372314,-0.02044566514436924,-0.09076016426433614,-0.03208980811846558,-0.018209408194233688
2,0.0,82.0,0.09025600479838597,0.04048638185337661,0.11242603550295859,0.12745098039215685,0.003401360544217691,0.028338996157016405,-0.0070728144624887385,-0.14740764793657835,-0.05239547765865135,0.002883592580533813,0.20193087631213563,0.41577302962570795,0.17230289371625213,0.1064647643042778,0.10055925997889731,-0.005627568319365482,-0.004236833866105224,-0.008259190527370425,-0.014757758758781131,-0.0038552836578412382,-0.004346466740336524,-0.011200255330423969,0.005001830733877971,0.1456359584338054,-0.16157250147072288,-0.042222222222222223
3,0.0,82.0,0.0037734466588510984,0.4874340562719812,0.11242603550295859,0.15775401069518719,0.09023609443777514,0.04883972184642138,0.013953192220604399,0.09742927144618735,0.033598870995212644,0.016439639429691674,0.044703875537553533,-0.0027298950352932505,-0.011357289622789729,-0.002329080730474581,0.0115370180667696,0.030416319844200436,0.0047761153068970556,0.04109723733868591,0.008346452044628383,-0.000794190300315226,0.017054223677298717,0.011533426868053032,0.06754075125538186,-0.15717910883341601,-0.2834825311399181,0.017857142857142856
4,0.0,82.0,0.1168135701156412,0.17686306861766024,0.11242603550295859,0.12745098039215685,0.003401360544217691,0.11612335190773304,0.14874123526913444,0.08038223216037466,0.12529731393129148,-0.010224206344418951,-0.49165661664438626,-0.05079069806592046,0.11783134990685717,0.0952664450645723,0.024488161926707386,-0.008423392632840674,0.006246341710195133,0.0033705151361571317,-0.007339514051562563,0.012107929232270897,0.004934074074680616,0.001978046913634856,0.2605907206517146,0.23781853178680457,0.25989165567041467,0.018
5,0.0,82.0,-0.04070648034844815,0.06476069860774766,0.030374753451676534,0.02488687782805432,0.003401360544217691,-0.06332839035876991,0.03965715372687645,-0.012767067687860234,-0.07087289593802067,0.014014426999500063,0.08928418464235265,0.0508417869116598,0.013021264768820956,0.020805155070271697,0.058668363347564145,0.011691766190225637,0.0006401079816376679,0.016244673236121717,0.0029807733932117903,-0.018389304535242804,-0.00023638381723934017,0.0067423359871000114,0.06605148342232667,-0.20207273881538246,0.15472677465683887,-0.046153846153846156
6,0.0,82.0,0.09680505585425342,0.04957486086968241,0.11242603550295859,0.06803069053708438,0.04094714809000527,-0.048861427578866024,0.007541893153156953,-0.04528586220644171,-0.006992257554036657,0.029994182912667165,-0.06958711430309533,0.09150597140748423,0.09016290679196823,0.08862447917920704,0.09974811880153761,0.005384682168830367,0.0069537739376487415,0.024675396983918674,0.0032545985963169186,0.005831144787974251,0.04832439806870675,0.012249061845656092,0.01504126798257946,-0.11585803198670586,0.1280135661159229,-0.01282051282051282
7,0.0,82.0,0.08224566888107332,0.09785072293864791,0.03347866708190596,0.03095975232198142,-0.015466563984084192,0.03417570330951303,0.01933634349501684,0.014750263821025178,0.0554898530689797,-0.08749945358586608,0.8964251437096894,0.11592762129867348,0.13957681633754193,0.1255008842078383,0.08220359346238382,-0.02339595690245479,-0.01678666262819715,-0.024275132539497972,-0.04247597516601694,-0.008776477554839639,-0.008179035804141366,-0.03662291581534546,0.15775889743474075,0.36679275046433824,-0.11955199728903376,0.025
8,0.0,82.0,-0.08637424786564457,-0.05354216851188043,0.09007966678787478,0.05110088728228723,-0.029931972789115635,-0.020345829394306014,-0.09422948918869636,0.06389741156590012,0.006757312177849815,-0.004248914979223931,-0.24235976544990237,-0.11588283897349716,-0.11616634994962108,-0.10170403196036137,-0.04380510940744703,0.004464107748424972,0.001505505749481684,-0.005054311516150192,-0.0007443944317547862,-0.002139882375213446,0.00039373311008850456,-0.0017499509251511051,-0.21423852938304744,-0.08900867487871778,-0.011102109613780354,0.012083333333333333
9,0.0,82.0,0.07465759300031449,0.29459869041832276,0.07396449704142012,-0.00588235294117645,-0.034770682466534975,-0.06926888376793666,0.07686736617366469,-0.1665041726891977,-0.06478014385489653,0.017421385096204944,0.23177030007887287,-0.18409560269074227,-0.1263744619971515,-0.057861606276536415,-0.050830296563572075,-0.005412193057906972,-0.013379228225864962,-0.01522937746565177,-0.010667533134770238,0.00679750203699699,-0.016544481505257485,-0.03110439267120552,0.13096632777529815,0.055695239244427874,-0.03782316106426374,-0.02089171974522293
10,0.0,82.0,-0.006643220007815587,0.22512345021137517,0.03242603550295858,0.1391176470588235,0.16006802721088437,-0.056400539669475946,-0.0033874620663173344,0.05581533076694273,-0.0344656231906761,0.030696233259706343,0.05990154917694122,-0.25236298397705764,-0.17516109852963155,-0.11313946231559258,-0.08254316536646733,-0.027811972783221936,-0.006148066530417539,-0.026088577116546136,-0.016410295355937826,-0.024369479281524182,0.027117547871057565,-0.03466460560954275,0.11790772664108248,0.5296340564295425,-0.07814893697495291,0.25343283582089554
11,0.0,82.0,0.008860655961176689,-0.052536873960576894,0.042074276708988737,-0.052616021282885006,-0.029931972789115635,0.03412810369031,0.03850709012904377,0.11672227351168102,-0.022912379581916907,-0.017825510977406964,-0.01668390097646463,-0.1317056787011242,-0.057009025954597475,-0.03910763549819013,-0.02049885574233723,-0.013285709237434938,-0.01262600460284372,-0.016025848697951678,0.012633908654066507,0.004238938574788812,-0.012063657347883528,-0.0027682012273055143,0.04712625070400725,0.41601723878225283,0.042909837611761106,0.05263157894736842
12,0.0,82.0,-0.055457724889266036,-0.2524979520962196,0.07909270216962525,0.09411764705882353,0.003401360544217691,0.0016583751406930025,-0.013677727189230882,-0.0607437467105551,0.06462487007617718,0.006763974802264781,0.14788343616617397,0.18588143406932586,0.07325155280461035,0.021984295937255455,0.015170484080527291,-0.0023074726302780854,-0.0008664136500069891,-0.003480191198135903,-0.0040609744460715575,0.00039844125414473935,0.0030859280082201086,0.003364218564533037,0.02236226018996959,-0.07037268011284575,-0.005004547568815739,-0.01348314606741573
13,0.0,82.0,-0.1080924953701344,0.019589853373430527,0.06242603550295858,0.04411764705882354,0.007417424801245798,0.06044126115959958,0.018383803077164154,0.2284514398114189,-0.045451411670068526,0.020107846743430115,0.3206021357656507,-0.03918235576540369,0.05442291496776608,0.02577026878091776,0.08452994841401973,0.03058686912177487,0.00905326779044441,0.017637813388484164,0.02592498335313681,0.014454106345387109,0.02097687364527703,0.043445153028787334,0.36058954055914993,-0.1657777088620594,-0.10265111994479867,-0.03281519861830743
