,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,City,CountyName,Metro,NumBeds,RegionName,SizeRank,State
89,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600.0,1650.0,1600.0,1600.0,1575.0,1525.0,1550.0,1595.0,1595.0,1525.0,1625.0,1693.5,1600.0,1550.0,1600.0,1662.5,1695.0,1675.0,1625.0,1600.0,1650.0,1675.0,1750.0,1800.0,1775.0,1750.0,1775.0,1750.0,1700.0,1675.0,1600.0,1625.0,1650.0,1600.0,1600.0,1600.0,1650.0,1750.0,1725.0,1680.0,1650.0,1762.5,1750.0,1700.0,1687.5,1800.0,1800.0,1800.0,1750.0,1750.0,1800.0,1850.0,1875.0,1800.0,1850.0,1800.0,1800.0,1800.0,1900.0,1800.0,1800.0,1850.0,1900.0,1800.0,1795.0,1825.0,2000.0,1900.0,1900.0,1850.0,1850.0,1850.0,1900.0,1850.0,1875.0,1899.0,1900.0,1900.0,1900.0,1899.0,1800.0,1875.0,1875.0,1850.0,1850.0,1850.0,1825.0,New York,Kings,New York-Newark-Jersey City,2,Gravesend,90,NY
91,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1400.0,1400.0,1450.0,1500.0,1450.0,1500.0,1562.5,1550.0,1575.0,1575.0,1550.0,1550.0,1487.5,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1550.0,1500.0,1462.5,1537.5,1600.0,1550.0,1550.0,1575.0,1575.0,1550.0,1550.0,1550.0,1600.0,1600.0,1600.0,1600.0,1550.0,1600.0,1600.0,1625.0,1700.0,1700.0,1695.0,1700.0,1725.0,1750.0,1750.0,1750.0,1750.0,1750.0,1797.5,1750.0,1750.0,1800.0,1785.0,1750.0,1695.0,1695.0,1700.0,1750.0,1800.0,1700.0,1750.0,1800.0,1850.0,1850.0,1875.0,1850.0,1800.0,1800.0,1850.0,1850.0,1850.0,1800.0,1800.0,1874.5,1799.0,1800.0,1750.0,1800.0,1800.0,1800.0,1800.0,1799.0,1800.0,New York,Kings,New York-Newark-Jersey City,2,Bath Beach,92,NY
97,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,4000.0,4172.0,4146.5,4195.0,4095.0,4143.0,4000.0,3895.0,3850.0,3837.5,3850.0,3895.0,3950.0,3995.0,4091.5,3995.0,3897.5,3895.0,3895.0,3995.0,3995.0,3895.0,3950.0,3995.0,3995.0,3895.0,3925.0,3895.0,3997.5,3950.0,3995.0,4000.0,3995.0,3895.0,3975.0,4016.5,3995.0,3895.0,4000.0,4195.0,4143.0,4035.0,3900.0,3995.0,3832.0,3895.0,3850.0,3895.0,New York,New York,New York-Newark-Jersey City,2,Gramercy,98,NY
99,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1850.0,1850.0,1850.0,1800.0,1795.0,1800.0,1800.0,1750.0,1750.0,1700.0,1700.0,1825.0,1850.0,1750.0,1797.5,1795.0,1795.0,1795.0,1800.0,1795.5,Jersey City,Hudson,New York-Newark-Jersey City,2,The Heights,100,NJ
100,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1650.0,1600.0,1700.0,1712.5,1700.0,1700.0,1725.0,1850.0,1800.0,1800.0,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,1800.0,1800.0,1801.0,1850.0,1825.0,1825.0,1825.0,New York,Bronx,New York-Newark-Jersey City,2,Tremont,101,NY
106,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600.0,1625.0,1612.5,1662.5,1800.0,1800.0,1812.5,1800.0,1800.0,1800.0,1800.0,1700.0,1722.5,1700.0,1772.5,1895.0,1880.0,1865.0,1895.0,2000.0,2000.0,2000.0,2250.0,2300.0,2350.0,2375.0,2325.0,2300.0,2350.0,2295.0,2300.0,2225.0,2172.5,2210.0,2100.0,2195.0,2000.0,2000.0,2150.0,2200.0,2150.0,2100.0,2100.0,2100.0,2200.0,2295.0,2200.0,2297.5,2295.0,2395.0,2350.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2250.0,2225.0,2350.0,2295.0,2200.0,2200.0,2200.0,2125.0,2300.0,2217.5,2050.0,2285.0,2262.0,2297.5,2297.5,2272.0,2280.0,2350.0,2200.0,2200.0,2208.0,2222.5,2250.0,2200.0,2245.0,2295.0,2315.0,2429.0,2475.0,New York,Kings,New York-Newark-Jersey City,2,Kensington,107,NY
114,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1700.0,1700.0,1775.0,1700.0,1750.0,1700.0,1700.0,1750.0,1800.0,1800.0,1795.0,1750.0,1772.5,1750.0,1700.0,1700.0,1800.0,1750.0,1801.0,1800.0,1800.0,1801.0,1825.0,1850.0,1825.0,New York,Bronx,New York-Newark-Jersey City,2,Bedford Park,115,NY
118,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,1700.0,1700.0,1750.0,1699.0,1725.0,1725.0,1725.0,1800.0,1800.0,1800.0,1755.0,1755.0,1800.0,1900.0,1850.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1900.0,1900.0,1874.5,1900.0,1850.0,1875.0,1925.0,1999.0,2000.0,1975.0,2000.0,1950.0,1950.0,2000.0,1900.0,1900.0,2100.0,1975.0,1950.0,1925.0,2000.0,2000.0,2000.0,2000.0,1995.0,1997.5,2000.0,2000.0,2100.0,2050.0,2000.0,2000.0,1999.5,2000.0,2000.0,2000.0,2000.0,2000.0,New York,Queens,New York-Newark-Jersey City,2,Maspeth,119,NY
119,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1625.0,1650.0,1650.0,1650.0,1700.0,1650.0,1650.0,1675.0,1700.0,1700.0,1674.5,1650.0,1650.0,1700.0,1700.0,1800.0,1787.5,1650.0,1700.0,1750.0,1850.0,1900.0,1900.0,1900.0,1850.0,1750.0,1800.0,1800.0,1750.0,1750.0,1750.0,1750.0,1750.0,1750.0,1800.0,1900.0,1800.0,1800.0,1825.0,1800.0,1800.0,1800.0,1900.0,1900.0,1900.0,1950.0,2000.0,1987.5,1925.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2098.0,2200.0,2200.0,2250.0,2150.0,2050.0,2150.0,2100.0,2000.0,2100.0,2100.0,2195.0,2137.5,1950.0,1999.0,2000.0,2000.0,1900.0,2000.0,2000.0,2000.0,2000.0,2025.0,2100.0,2100.0,2050.0,2100.0,New York,Kings,New York-Newark-Jersey City,2,Bay Ridge,120,NY
120,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1372.5,1372.5,1372.5,1385.0,1395.0,1395.0,1395.0,1395.0,1397.0,1397.0,1395.0,1350.0,1399.5,1450.0,1450.0,1437.5,1450.0,1425.0,1425.0,1450.0,1495.0,1475.0,1550.0,1475.0,1499.0,1485.0,1475.0,1450.0,1450.0,1495.0,1485.0,1500.0,1500.0,1497.5,1550.0,1550.0,1525.0,1572.5,1600.0,1572.5,1550.0,1550.0,1600.0,1550.0,1575.0,1550.0,1550.0,1600.0,1600.0,1572.5,1612.5,1600.0,1600.0,1625.0,1600.0,1600.0,1600.0,1625.0,1600.0,1635.0,1645.0,1700.0,1700.0,1700.0,1700.0,1700.0,1712.5,1750.0,1750.0,1772.5,1750.0,1800.0,1800.0,New York,Bronx,New York-Newark-Jersey City,2,University Heights,121,NY
127,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1595.0,1625.0,1600.0,1672.5,1800.0,1750.0,1795.0,1800.0,1995.0,1850.0,1800.0,1800.0,1800.0,1800.0,1800.0,1850.0,1950.0,2000.0,1997.0,1995.0,1975.0,1975.0,1900.0,1895.0,1850.0,1900.0,1900.0,1900.0,1900.0,1999.0,2000.0,2000.0,2000.0,2000.0,1995.0,1995.0,1995.0,2000.0,2000.0,2100.0,2050.0,2172.5,2000.0,2097.5,2095.0,2100.0,2095.0,2000.0,2000.0,2124.5,2100.0,2195.0,2111.5,2172.5,2197.5,2200.0,2172.5,2350.0,2350.0,2350.0,2306.0,2292.0,2150.0,2150.0,2195.0,2200.0,2050.0,2100.0,2250.0,2150.0,2300.0,2300.0,2300.0,2300.0,2350.0,2300.0,2296.0,2297.5,2300.0,2300.0,2200.0,2149.0,2195.0,2197.5,2285.0,2399.0,2397.5,2395.0,2400.0,2395.0,2395.0,New York,New York,New York-Newark-Jersey City,2,Hamilton Heights,128,NY
130,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1750.0,1800.0,1775.0,1700.0,1700.0,1750.0,1750.0,1775.0,1800.0,1825.0,1800.0,1800.0,1800.0,1850.0,1850.0,1850.0,2000.0,1900.0,1900.0,1890.0,1800.0,1900.0,1995.0,1995.0,1925.0,1950.0,2000.0,2000.0,1972.5,1950.0,1950.0,1900.0,1895.0,1900.0,2000.0,1995.0,1925.0,1995.0,1962.5,2000.0,2025.0,2000.0,2000.0,2000.0,1995.0,1995.0,2000.0,2000.0,2000.0,2025.0,2000.0,2100.0,2000.0,2097.5,2095.0,2095.0,2095.0,2100.0,2100.0,2095.0,2097.5,2100.0,New York,Queens,New York-Newark-Jersey City,2,Bayside,131,NY
135,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1295.0,1295.0,1262.5,1285.0,1295.0,1300.0,1300.0,1350.0,1350.0,1350.0,1395.0,1350.0,1350.0,1399.0,1395.0,1400.0,1450.0,1400.0,1400.0,1397.5,1395.0,1395.0,1400.0,1395.0,1400.0,1400.0,1449.0,1450.0,Jersey City,Hudson,New York-Newark-Jersey City,2,Greenville,136,NJ
136,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4996.5,4600.0,5195.0,4750.0,4667.0,4800.0,4800.0,4675.0,5100.0,4797.5,4575.0,4700.0,5050.0,5181.0,5167.0,5302.5,4995.0,4995.0,5014.0,4750.0,4703.0,5007.5,4778.5,4775.0,4896.0,5250.0,New York,New York,New York-Newark-Jersey City,2,Chelsea,137,NY
137,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1350.0,1300.0,1350.0,1350.0,1300.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1375.0,1350.0,1350.0,1312.5,1425.0,1425.0,1400.0,1425.0,1400.0,1400.0,1400.0,1400.0,1400.0,1435.0,1400.0,1450.0,1425.0,1496.0,1495.0,1450.0,1500.0,1550.0,1600.0,1637.5,1550.0,1600.0,1572.5,1575.0,1550.0,1600.0,1600.0,1600.0,1572.5,1592.0,1600.0,1650.0,1650.0,1675.0,1693.0,1700.0,1662.5,1700.0,1696.5,1650.0,1662.5,1695.0,1675.0,1700.0,1800.0,1800.0,1695.0,1750.0,1750.0,1750.0,1798.0,1825.0,New York,Bronx,New York-Newark-Jersey City,2,Fordham,138,NY
141,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1812.5,1830.0,1825.0,1830.0,1800.0,1850.0,1750.0,1800.0,1825.0,1850.0,1800.0,1925.0,1997.5,2000.0,1950.0,1950.0,2025.0,1957.0,1975.0,1985.0,1975.0,2000.0,2100.0,2150.0,2150.0,2190.0,2100.0,2150.0,2200.0,2300.0,2300.0,2300.0,2300.0,2300.0,2325.0,2395.0,2300.0,2300.0,2300.0,2300.0,2395.0,2300.0,2300.0,2250.0,2300.0,2300.0,2300.0,2300.0,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,2300.0,2500.0,2500.0,2400.0,2400.0,2475.0,2400.0,2350.0,2350.0,2300.0,2225.0,2300.0,2300.0,2300.0,2400.0,2300.0,2295.0,2300.0,2300.0,2150.0,2200.0,2250.0,2200.0,2200.0,2200.0,2200.0,2200.0,2150.0,2300.0,2365.0,New York,Queens,New York-Newark-Jersey City,2,Sunnyside,142,NY
144,,,,,,,,0.0,0.0,0.0,0.0,3400.0,3400.0,3400.0,3600.0,3597.5,3500.0,3600.0,3600.0,3600.0,3600.0,3700.0,3695.0,3650.0,3800.0,3795.0,3725.0,3700.0,3700.0,3800.0,3875.0,3950.0,3995.0,4000.0,4100.0,3995.0,3990.0,3800.0,3850.0,3850.0,3895.0,3900.0,3950.0,3995.0,4100.0,4100.0,4195.0,3895.0,4000.0,4095.0,4072.5,4000.0,4000.0,4000.0,3900.0,3900.0,4100.0,4025.0,4000.0,4000.0,4000.0,3972.5,4050.0,3950.0,3950.0,4100.0,4200.0,4100.0,4100.0,4100.0,4100.0,4100.0,4172.5,4147.5,4100.0,3800.0,4000.0,3863.5,3875.0,3997.5,4000.0,4000.0,3825.0,4000.0,3997.5,4100.0,4100.0,4047.5,3950.0,3995.0,3970.0,3850.0,3872.5,4025.0,3925.0,4037.5,4100.0,3950.0,3897.5,4041.5,4100.0,4015.0,3875.0,3922.5,New York,New York,New York-Newark-Jersey City,2,Greenwich Village,145,NY
146,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2299.0,2350.0,2299.0,2250.0,2250.0,2250.0,2300.0,2250.0,2400.0,2399.5,2350.0,2200.0,2200.0,2250.0,New York,Kings,New York-Newark-Jersey City,2,Coney Island,147,NY
154,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2047.5,2095.0,2200.0,2295.0,2300.0,2347.5,2385.0,2325.0,2100.0,2150.0,2000.0,1950.0,1950.0,1950.0,1950.0,1950.0,1950.0,1950.0,1950.0,1950.0,1950.0,1950.0,1900.0,1900.0,1900.0,1925.0,1831.0,1850.0,1950.0,1950.0,1950.0,1950.0,1962.5,1975.0,1950.0,1975.0,1950.0,1950.0,1950.0,1975.0,1975.0,1975.0,1975.0,1975.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2075.0,New York,Queens,New York-Newark-Jersey City,2,Kew Gardens Hills,155,NY
158,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1825.0,1799.5,1800.0,1800.0,1944.0,1897.5,1900.0,1900.0,1900.0,1850.0,1875.0,1957.0,2000.0,2000.0,2100.0,2150.0,2100.0,2150.0,2075.0,2100.0,2091.5,2100.0,2150.0,2150.0,2150.0,2164.0,2195.0,2150.0,2146.5,2150.0,2150.0,2200.0,2200.0,2200.0,2200.0,2200.0,2250.0,2250.0,2240.5,2200.0,2200.0,2200.0,2100.0,2100.0,2200.0,2300.0,2300.0,2362.5,2350.0,2300.0,2375.0,2300.0,2250.0,2325.0,2350.0,2300.0,2350.0,2400.0,2350.0,2297.5,2400.0,2400.0,2325.0,2300.0,2300.0,2225.0,2300.0,2250.0,2285.0,2212.5,2250.0,2325.0,2312.5,2300.0,2350.0,2333.0,2321.0,2300.0,2319.0,2325.0,2295.0,2300.0,2250.0,2254.5,2350.0,2375.0,2400.0,New York,Queens,New York-Newark-Jersey City,2,Rego Park,159,NY
163,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,2050.0,2150.0,2100.0,2100.0,2099.0,2000.0,2099.5,2085.0,2072.0,2075.0,1995.0,2125.0,2125.0,2100.0,2200.0,2195.0,2195.0,2197.5,2195.0,2200.0,New York,New York,New York-Newark-Jersey City,2,Inwood,164,NY
166,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,1950.0,1995.0,2000.0,2000.0,1900.0,1900.0,1950.0,1850.0,1925.0,1900.0,1900.0,1900.0,1900.0,1900.0,1900.0,1987.0,1925.0,1875.0,2000.0,1950.0,New York,Queens,New York-Newark-Jersey City,2,Woodhaven,167,NY
172,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1700.0,1700.0,1900.0,1800.0,1875.0,1875.0,1900.0,1875.0,1875.0,2000.0,2000.0,1850.0,1850.0,1850.0,1895.0,1897.5,1900.0,1925.0,1812.5,New York,Bronx,New York-Newark-Jersey City,2,High Bridge,173,NY
173,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1775.0,1695.0,1700.0,1672.5,1697.5,1700.0,1700.0,1795.0,1775.0,1800.0,1800.0,1750.0,1795.0,1800.0,1750.0,1750.0,1800.0,1825.0,1797.5,1800.0,1825.0,1850.0,1850.0,New York,Bronx,New York-Newark-Jersey City,2,Norwood,174,NY
175,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2250.0,2275.0,2395.0,2450.0,2450.0,2485.0,2547.5,2500.0,2450.0,2395.0,2395.0,2500.0,2495.0,2450.0,2500.0,2600.0,2582.5,2495.0,2450.0,2495.0,2495.0,2400.0,2425.0,2490.0,2500.0,2600.0,2600.0,2600.0,2595.0,2595.0,2595.0,2595.0,2595.0,2525.0,2550.0,2650.0,2697.5,2795.0,2772.5,2700.0,2700.0,2650.0,2695.0,2695.0,2650.0,2650.0,2700.0,2700.0,2700.0,2750.0,2750.0,2750.0,2719.5,2700.0,2700.0,2650.0,2650.0,2650.0,2675.0,2700.0,2700.0,2700.0,2725.0,2800.0,2650.0,2700.0,2650.0,2750.0,2800.0,2700.0,2700.0,2750.0,2774.0,2777.0,2775.0,2700.0,2637.5,2600.0,2637.5,2612.5,2650.0,2658.0,2700.0,2849.5,2797.0,2750.0,2850.0,2800.0,New York,New York,New York-Newark-Jersey City,2,Morningside Heights,176,NY
183,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2739.0,2739.0,2739.0,2739.0,2739.0,2750.0,2800.0,2750.0,2975.0,2700.0,2700.0,2975.0,2975.0,2965.0,3089.0,3089.0,3089.0,3205.5,3214.0,3300.0,3300.0,3163.0,3400.0,3475.0,3400.0,3500.0,3500.0,3500.0,3395.0,3395.0,3450.0,3475.0,3500.0,3595.0,3700.0,3575.0,3529.0,3650.0,3700.0,3720.0,3750.0,3650.0,3650.0,3950.0,3750.0,3695.0,3775.0,3725.0,3675.0,3650.0,3725.0,3766.5,3800.0,3802.0,3895.0,3805.0,3798.0,3750.0,3597.0,3600.0,3550.0,3739.0,3850.0,4295.0,4193.5,3820.0,3722.0,3695.0,3800.0,3925.0,3995.0,3897.5,3690.0,3750.0,3612.5,3535.0,3350.0,3500.0,3737.5,3550.0,3700.0,3772.5,3700.0,4000.0,3800.0,3700.0,3497.5,New York,Kings,New York-Newark-Jersey City,2,Fort Greene,184,NY
184,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1775.0,1737.5,1700.0,1800.0,1800.0,1800.0,1800.0,1800.0,1990.0,1900.0,1900.0,1875.0,1900.0,1850.0,1800.0,1850.0,1850.0,1800.0,1850.0,1850.0,2000.0,1900.0,2000.0,1950.0,1900.0,1850.0,2000.0,1950.0,2000.0,2000.0,2000.0,1975.0,1950.0,1982.5,2000.0,1950.0,1900.0,1970.0,1990.0,1990.0,1993.0,2000.0,1993.0,2000.0,2100.0,2100.0,2100.0,New York,Queens,New York-Newark-Jersey City,2,Whitestone,185,NY
